,geometry,x,y,cluster
6242795781,POINT (-13626971.873241873 4544548.407878535),-13626971.873241873,4544548.407878535,17
6250051862,POINT (-13626004.941012891 4550101.82020424),-13626004.941012891,4550101.82020424,222
6252387627,POINT (-13625876.611903904 4547665.214206731),-13625876.611903904,4547665.214206731,125
6252387628,POINT (-13625871.46894343 4547686.536666254),-13625871.46894343,4547686.536666254,125
6262347485,POINT (-13624910.893057374 4550062.025044617),-13624910.893057374,4550062.025044617,133
6314144257,POINT (-13629169.108483098 4548885.453052462),-13629169.108483098,4548885.453052462,3
6314144274,POINT (-13629124.23559636 4548913.017753109),-13629124.23559636,4548913.017753109,3
6314144275,POINT (-13629137.716386694 4548906.313199888),-13629137.716386694,4548906.313199888,3
6314144276,POINT (-13629135.62358027 4548889.946220456),-13629135.62358027,4548889.946220456,134
6314144277,POINT (-13629139.753533378 4548918.384215836),-13629139.753533378,4548918.384215836,3
6326615990,POINT (-13636895.694151519 4545114.763046839),-13636895.694151519,4545114.763046839,130
6326626789,POINT (-13626944.321667902 4549262.900010259),-13626944.321667902,4549262.900010259,19
6371909286,POINT (-13627114.295398392 4548944.470053068),-13627114.295398392,4548944.470053068,262
6371947786,POINT (-13626873.656055145 4548533.49894681),-13626873.656055145,4548533.49894681,110
6373019258,POINT (-13631689.381754657 4548570.048773493),-13631689.381754657,4548570.048773493,42
6373019262,POINT (-13631682.624661567 4548570.316383487),-13631682.624661567,4548570.316383487,42
6373068174,POINT (-13631767.461245501 4548615.866521676),-13631767.461245501,4548615.866521676,115
6377341554,POINT (-13635245.338172711 4547837.625992301),-13635245.338172711,4547837.625992301,164
6379829464,POINT (-13624451.922796834 4548449.399620969),-13624451.922796834,4548449.399620969,193
6381489710,POINT (-13628765.085523214 4548167.219022403),-13628765.085523214,4548167.219022403,273
6381489728,POINT (-13628761.779334337 4548139.445034019),-13628761.779334337,4548139.445034019,273
6388316585,POINT (-13627852.710976673 4547702.972171788),-13627852.710976673,4547702.972171788,295
6426948685,POINT (-13627775.566569554 4545355.211070848),-13627775.566569554,4545355.211070848,152
6427415718,POINT (-13627398.716697369 4548042.997195368),-13627398.716697369,4548042.997195368,176
6432123090,POINT (-13630766.09789802 4548288.470532163),-13630766.09789802,4548288.470532163,199
6433420321,POINT (-13633413.275389085 4547454.808658177),-13633413.275389085,4547454.808658177,72
6440030071,POINT (-13630632.24734229 4547793.6566315275),-13630632.24734229,4547793.6566315275,127
6441704865,POINT (-13634707.342205657 4548394.878381139),-13634707.342205657,4548394.878381139,211
6441733973,POINT (-13634730.173833217 4548673.5861852905),-13634730.173833217,4548673.5861852905,188
6441733974,POINT (-13634733.825112516 4548750.9546990255),-13634733.825112516,4548750.9546990255,188
6441739835,POINT (-13634737.008849952 4548672.980535621),-13634737.008849952,4548672.980535621,188
6441744373,POINT (-13634876.514435817 4548700.615098251),-13634876.514435817,4548700.615098251,188
6441744374,POINT (-13634896.140062043 4548702.248948288),-13634896.140062043,4548702.248948288,100
6447016759,POINT (-13630588.242747579 4548650.543352948),-13630588.242747579,4548650.543352948,199
6450218486,POINT (-13627418.921184948 4549884.054500494),-13627418.921184948,4549884.054500494,241
6451131325,POINT (-13633154.513232736 4548483.892797707),-13633154.513232736,4548483.892797707,15
6453199911,POINT (-13631144.573034769 4547472.638039785),-13631144.573034769,4547472.638039785,293
6453202203,POINT (-13631127.98643064 4547445.950311685),-13631127.98643064,4547445.950311685,293
6456405229,POINT (-13632168.623294475 4548540.808901879),-13632168.623294475,4548540.808901879,115
6466845883,POINT (-13624942.997598521 4541062.267005915),-13624942.997598521,4541062.267005915,104
6467152931,POINT (-13624982.694128938 4550423.891903759),-13624982.694128938,4550423.891903759,68
6467192709,POINT (-13633877.700304672 4552253.394172007),-13633877.700304672,4552253.394172007,74
6468745562,POINT (-13633220.637010265 4542719.583079797),-13633220.637010265,4542719.583079797,41
6471091411,POINT (-13628699.885697456 4544385.216010504),-13628699.885697456,4544385.216010504,45
6471091412,POINT (-13628855.755248465 4544371.7564209),-13628855.755248465,4544371.7564209,45
6471102058,POINT (-13628936.851497507 4544365.913612833),-13628936.851497507,4544365.913612833,45
6471244274,POINT (-13628740.528443545 4543280.0811047675),-13628740.528443545,4543280.0811047675,11
6471379575,POINT (-13629126.51764592 4544378.106078683),-13629126.51764592,4544378.106078683,223
6471401827,POINT (-13629564.504182449 4544317.524024755),-13629564.504182449,4544317.524024755,92
6473459444,POINT (-13632945.48862487 4538686.74709601),-13632945.48862487,4538686.74709601,55
6475537098,POINT (-13625495.43170353 4546306.61007033),-13625495.43170353,4546306.61007033,141
6475573038,POINT (-13625490.3666667 4546290.486564899),-13625490.3666667,4546290.486564899,141
6479662757,POINT (-13623948.736434553 4547249.0406505),-13623948.736434553,4547249.0406505,181
6483183945,POINT (-13633229.798604358 4548121.276491441),-13633229.798604358,4548121.276491441,15
6484518287,POINT (-13626293.147174556 4550993.764741099),-13626293.147174556,4550993.764741099,43
6486915597,POINT (-13634475.341254896 4548409.52627079),-13634475.341254896,4548409.52627079,211
6486930284,POINT (-13634405.610725863 4548411.498103662),-13634405.610725863,4548411.498103662,211
6486940285,POINT (-13634350.095695801 4548414.061486956),-13634350.095695801,4548414.061486956,7
6488820630,POINT (-13626570.332706632 4549557.506046637),-13626570.332706632,4549557.506046637,289
6488820632,POINT (-13626591.672653018 4549553.998615188),-13626591.672653018,4549553.998615188,289
6489341657,POINT (-13625973.482124796 4549171.132249963),-13625973.482124796,4549171.132249963,36
6489396073,POINT (-13625873.19439554 4549061.95572734),-13625873.19439554,4549061.95572734,36
6489396076,POINT (-13625888.612145014 4549058.054071746),-13625888.612145014,4549058.054071746,36
6489396079,POINT (-13625866.103343975 4549041.433317003),-13625866.103343975,4549041.433317003,36
6489396080,POINT (-13625879.038668806 4549060.504931046),-13625879.038668806,4549060.504931046,36
6493825924,POINT (-13629282.097766254 4542010.641871408),-13629282.097766254,4542010.641871408,62
6496135010,POINT (-13627951.28438577 4546132.773242879),-13627951.28438577,4546132.773242879,282
6501291357,POINT (-13633654.14850326 4548454.230630673),-13633654.14850326,4548454.230630673,123
6501291363,POINT (-13633839.206024755 4548452.624988715),-13633839.206024755,4548452.624988715,123
6501291367,POINT (-13633841.966748128 4548496.428116873),-13633841.966748128,4548496.428116873,123
6501304753,POINT (-13634065.807980213 4548483.273074454),-13634065.807980213,4548483.273074454,7
6501304757,POINT (-13633934.295133792 4548485.2730905395),-13633934.295133792,4548485.2730905395,123
6501304760,POINT (-13633874.126949018 4548442.075645517),-13633874.126949018,4548442.075645517,123
6501304762,POINT (-13634045.737076024 4548477.963174462),-13634045.737076024,4548477.963174462,123
6501304763,POINT (-13633917.574946275 4548439.512255326),-13633917.574946275,4548439.512255326,123
6501304765,POINT (-13634054.04151004 4548482.72377433),-13634054.04151004,4548482.72377433,7
6501304768,POINT (-13634058.527685516 4548482.047712678),-13634058.527685516,4548482.047712678,7
6501580885,POINT (-13629524.395769915 4540500.523079255),-13629524.395769915,4540500.523079255,4
6502647553,POINT (-13634210.946332311 4544744.815940918),-13634210.946332311,4544744.815940918,184
6502703594,POINT (-13634311.80179097 4544730.468875363),-13634311.80179097,4544730.468875363,184
6502703596,POINT (-13634366.860411117 4544767.469983582),-13634366.860411117,4544767.469983582,184
6502703597,POINT (-13634300.013056897 4544730.9757389715),-13634300.013056897,4544730.9757389715,184
6502703601,POINT (-13634320.473579304 4544770.314062027),-13634320.473579304,4544770.314062027,184
6502718182,POINT (-13634464.042326579 4544756.03735925),-13634464.042326579,4544756.03735925,177
6502718183,POINT (-13634446.698749915 4544763.457299968),-13634446.698749915,4544763.457299968,177
6502744098,POINT (-13634590.100517951 4544715.417853345),-13634590.100517951,4544715.417853345,177
6507263467,POINT (-13627592.356951604 4543764.389418623),-13627592.356951604,4543764.389418623,65
6511795337,POINT (-13626474.152666586 4546494.024769645),-13626474.152666586,4546494.024769645,60
6515692972,POINT (-13632153.91798974 4548540.977918244),-13632153.91798974,4548540.977918244,115
6530472559,POINT (-13624854.47633944 4550302.277428058),-13624854.47633944,4550302.277428058,68
6530472561,POINT (-13624855.50047876 4550320.421603441),-13624855.50047876,4550320.421603441,68
6530472562,POINT (-13624836.186547106 4550316.575824496),-13624836.186547106,4550316.575824496,68
6530472564,POINT (-13624845.092106368 4550309.180099748),-13624845.092106368,4550309.180099748,68
6530472566,POINT (-13624847.708114402 4550325.591572248),-13624847.708114402,4550325.591572248,68
6530472569,POINT (-13624863.816044722 4550313.913362982),-13624863.816044722,4550313.913362982,68
6530499557,POINT (-13624911.995120335 4550313.251269483),-13624911.995120335,4550313.251269483,68
6530499566,POINT (-13624929.739447169 4550329.26830912),-13624929.739447169,4550329.26830912,68
6530508352,POINT (-13624952.459755238 4550392.857749254),-13624952.459755238,4550392.857749254,68
6530508353,POINT (-13625004.17879066 4550375.99538091),-13625004.17879066,4550375.99538091,68
6530508354,POINT (-13624991.388181169 4550355.470379614),-13624991.388181169,4550355.470379614,68
6530508355,POINT (-13624996.831704266 4550350.089088787),-13624996.831704266,4550350.089088787,68
6530526413,POINT (-13625065.894316355 4550445.3186254855),-13625065.894316355,4550445.3186254855,263
6530526414,POINT (-13625058.703077251 4550465.421184926),-13625058.703077251,4550465.421184926,263
6530526415,POINT (-13625023.470458416 4550454.954325376),-13625023.470458416,4550454.954325376,263
6530555245,POINT (-13625052.569373308 4550530.941429183),-13625052.569373308,4550530.941429183,263
6530555246,POINT (-13625043.674945995 4550541.464714772),-13625043.674945995,4550541.464714772,263
6530555248,POINT (-13625083.427136155 4550554.6364459945),-13625083.427136155,4550554.6364459945,263
6532267412,POINT (-13626192.99302869 4550220.629030265),-13626192.99302869,4550220.629030265,114
6534021324,POINT (-13629937.324289063 4543302.056237179),-13629937.324289063,4543302.056237179,78
6534021358,POINT (-13629963.851723718 4543304.153801886),-13629963.851723718,4543304.153801886,78
6536212411,POINT (-13637740.330787912 4547344.17140867),-13637740.330787912,4547344.17140867,112
6536393778,POINT (-13628936.3282959 4546463.072736919),-13628936.3282959,4546463.072736919,299
6551999566,POINT (-13633054.69304534 4547186.582956945),-13633054.69304534,4547186.582956945,126
6552025892,POINT (-13632926.675630929 4547066.146991994),-13632926.675630929,4547066.146991994,126
6554177495,POINT (-13626464.055988772 4544551.237817871),-13626464.055988772,4544551.237817871,257
6554372084,POINT (-13636365.156590346 4547768.982042758),-13636365.156590346,4547768.982042758,23
6558313427,POINT (-13627963.25123103 4550746.804743496),-13627963.25123103,4550746.804743496,80
6558313428,POINT (-13627969.596442003 4550729.63187317),-13627969.596442003,4550729.63187317,80
6564211813,POINT (-13625004.768783962 4549010.431454704),-13625004.768783962,4549010.431454704,195
6566538586,POINT (-13627924.679027468 4545761.170670938),-13627924.679027468,4545761.170670938,282
6575781105,POINT (-13631057.398741527 4546412.716032214),-13631057.398741527,4546412.716032214,18
6576249560,POINT (-13626045.439043641 4550345.947468945),-13626045.439043641,4550345.947468945,75
6582227558,POINT (-13625194.646439407 4550093.283601427),-13625194.646439407,4550093.283601427,68
6582272276,POINT (-13625170.5346377 4549930.258370194),-13625170.5346377,4549930.258370194,128
6582417968,POINT (-13625128.745300857 4549760.093912152),-13625128.745300857,4549760.093912152,194
6582592270,POINT (-13625067.519580923 4549763.460549536),-13625067.519580923,4549763.460549536,194
6582592271,POINT (-13625095.761335736 4549794.535086602),-13625095.761335736,4549794.535086602,194
6582592284,POINT (-13625109.420237258 4549742.866324497),-13625109.420237258,4549742.866324497,194
6587912690,POINT (-13634290.729011362 4548469.498326226),-13634290.729011362,4548469.498326226,7
6587912694,POINT (-13634209.933324944 4548474.55469897),-13634209.933324944,4548474.55469897,7
6587912700,POINT (-13634281.83458405 4548471.089886185),-13634281.83458405,4548471.089886185,7
6587912703,POINT (-13634417.499647478 4548455.526412083),-13634417.499647478,4548455.526412083,211
6587912704,POINT (-13634393.643880602 4548466.07576891),-13634393.643880602,4548466.07576891,7
6587912705,POINT (-13634327.29746409 4548417.526280764),-13634327.29746409,4548417.526280764,7
6587912709,POINT (-13634263.132909596 4548472.1321468195),-13634263.132909596,4548472.1321468195,7
6587912714,POINT (-13634250.041737476 4548428.554473602),-13634250.041737476,4548428.554473602,7
6590036194,POINT (-13635911.273630537 4548369.24462384),-13635911.273630537,4548369.24462384,64
6590036195,POINT (-13635906.52028828 4548325.737803306),-13635906.52028828,4548325.737803306,264
6595106052,POINT (-13635032.07229225 4543144.036217345),-13635032.07229225,4543144.036217345,250
6595372475,POINT (-13634131.620063173 4541056.848290628),-13634131.620063173,4541056.848290628,233
6595372480,POINT (-13634077.351811409 4541138.030792885),-13634077.351811409,4541138.030792885,233
6597666091,POINT (-13635728.253255723 4547843.667920895),-13635728.253255723,4547843.667920895,164
6604012604,POINT (-13627576.761090945 4547825.147801218),-13627576.761090945,4547825.147801218,13
6604012614,POINT (-13627523.327735363 4547799.89570633),-13627523.327735363,4547799.89570633,13
6604012615,POINT (-13627601.295906715 4547782.910784597),-13627601.295906715,4547782.910784597,13
6604031901,POINT (-13627652.358157143 4547905.2000227375),-13627652.358157143,4547905.2000227375,13
6604085452,POINT (-13627302.826088002 4548241.090868333),-13627302.826088002,4548241.090868333,266
6604085453,POINT (-13627228.11957773 4548245.5555896405),-13627228.11957773,4548245.5555896405,266
6604085455,POINT (-13627258.46527092 4548287.653639579),-13627258.46527092,4548287.653639579,266
6604085456,POINT (-13627278.614098754 4548276.28757185),-13627278.614098754,4548276.28757185,266
